_id,numero_de_camisa_preferido,tamanho_do_sapato,quantidade_de_filhos,altura,peso,cidade_de_nascimento,renda,comida_favorita,bebida_favorita,look_que_mais_combina,videogame_favorito,tempo_de_associacao_torcedor_m,modalidade_esportiva_interesse,interesse_em_merchandising,canal_de_comunicacao_preferido
2575,19,28,6,192,46,ceará,1501 a 2500,Feijoada,Refrigerante,elegante,call_of_duty,32,volei,verdadeiro,whatsapp
2576,22,30,5,187,80,rio_grande_do_norte,0 a 1500,Tacos,Cerveja,moderno,pes,8,golfe,falso,sms
2577,12,33,5,210,127,mato_grosso,0 a 1500,Acarajé,Cerveja,esportivo,pes,19,volei,verdadeiro,whatsapp
2578,26,24,4,201,103,goiás,0 a 1500,Bacalhau,Cerveja,esportivo,pes,2,futebol,verdadeiro,sms
2579,22,35,3,209,85,pernambuco,1501 a 2500,Pizza,Leite,moderno,pes,14,tenis,falso,sms
2580,10,38,2,154,74,piauí,0 a 1500,Salada,Suco,elegante,pes,64,ciclismo,verdadeiro,email
2581,18,22,7,154,94,roraima,0 a 1500,Pizza,Refrigerante,esportivo,pes,15,natação,falso,sms
2582,20,41,5,189,107,rondônia,1501 a 2500,Pizza,Smoothie,casual,fortnite,46,futebol,verdadeiro,email
2583,4,37,1,202,125,espírito_santo,0 a 1500,Feijoada,Smoothie,urbano,fifa,49,golfe,falso,whatsapp
2584,3,21,2,182,61,roraima,0 a 1500,Acarajé,Café,elegante,pes,64,ciclismo,verdadeiro,whatsapp
2585,7,24,4,153,72,ceará,1501 a 2500,Hambúrguer,Leite,moderno,minecraft,9,boxe,verdadeiro,sms
2586,17,31,3,157,116,espírito_santo,0 a 1500,Churrasco,Vinho,elegante,fortnite,11,tenis,verdadeiro,email
2587,17,26,3,180,63,minas_gerais,0 a 1500,Sushi,Vinho,moderno,minecraft,50,atletismo,falso,whatsapp
2588,6,25,5,183,48,distrito_federal,0 a 1500,Feijoada,Refrigerante,alternativo,minecraft,55,atletismo,falso,email
2589,7,32,3,173,102,pernambuco,2501 a 5000,Pizza,Vinho,urbano,minecraft,6,golfe,verdadeiro,whatsapp
2590,6,25,1,202,77,paraíba,1501 a 2500,Bacalhau,Água,moderno,pes,47,boxe,falso,sms
2591,22,33,1,160,124,rio_grande_do_norte,2501 a 5000,Sushi,Vinho,alternativo,call_of_duty,61,volei,verdadeiro,email
2592,8,34,7,182,79,rio_grande_do_norte,5001 a 10000,Lasanha,Caipirinha,moderno,fifa,36,atletismo,verdadeiro,email
2593,16,38,1,196,122,pará,1501 a 2500,Churrasco,Cerveja,elegante,fortnite,41,futebol,verdadeiro,email
2594,11,24,4,174,43,rondônia,2501 a 5000,Tacos,Cerveja,moderno,fortnite,43,volei,falso,whatsapp
2595,1,23,1,158,115,mato_grosso,0 a 1500,Lasanha,Smoothie,moderno,pes,7,golfe,verdadeiro,whatsapp
2596,8,24,5,172,46,pará,1501 a 2500,Churrasco,Chá,vintage,fifa,0,natação,verdadeiro,whatsapp
2597,8,40,1,162,68,mato_grosso,0 a 1500,Tacos,Chá,esportivo,minecraft,35,tenis,falso,email
2598,5,21,2,202,88,goiás,1501 a 2500,Bacalhau,Água,casual,fortnite,30,golfe,falso,email
2599,23,33,6,194,127,alagoas,0 a 1500,Hambúrguer,Café,esportivo,call_of_duty,57,futebol,verdadeiro,sms
2600,17,39,6,202,84,tocantins,5001 a 10000,Sushi,Caipirinha,elegante,fortnite,26,atletismo,verdadeiro,sms
2601,17,40,6,203,63,ceará,0 a 1500,Salada,Cerveja,esportivo,pes,8,tenis,verdadeiro,email
2602,8,20,2,187,82,mato_grosso_do_sul,2501 a 5000,Acarajé,Cerveja,esportivo,call_of_duty,3,natação,verdadeiro,sms
2603,4,42,6,174,116,sergipe,1501 a 2500,Pizza,Refrigerante,casual,fortnite,45,futebol,falso,sms
2604,9,23,5,180,114,rio_grande_do_norte,0 a 1500,Bacalhau,Café,urbano,call_of_duty,52,boxe,falso,sms
2605,15,25,6,176,112,paraíba,0 a 1500,Acarajé,Leite,vintage,fortnite,36,basquete,falso,sms
2606,13,26,4,211,103,paraíba,0 a 1500,Sushi,Suco,vintage,fifa,65,volei,verdadeiro,sms
2607,10,34,6,169,118,rio_grande_do_norte,1501 a 2500,Salada,Suco,elegante,call_of_duty,39,tenis,falso,whatsapp
2608,25,38,7,158,122,bahia,1501 a 2500,Hambúrguer,Refrigerante,vintage,fifa,30,natação,verdadeiro,sms
2609,26,27,4,193,93,sergipe,0 a 1500,Pizza,Água,elegante,minecraft,5,golfe,verdadeiro,email
2610,1,38,2,199,127,alagoas,2501 a 5000,Hambúrguer,Café,alternativo,fifa,55,atletismo,verdadeiro,sms
2611,3,38,6,156,65,minas_gerais,2501 a 5000,Salada,Chá,moderno,call_of_duty,65,ciclismo,verdadeiro,email
2612,3,32,5,154,103,rio_de_janeiro,1501 a 2500,Pizza,Café,elegante,pes,58,tenis,verdadeiro,sms
2613,24,35,5,182,95,sergipe,1501 a 2500,Tacos,Água,esportivo,fortnite,27,futebol,verdadeiro,whatsapp
2614,26,22,4,162,127,acre,1501 a 2500,Salada,Leite,esportivo,call_of_duty,37,basquete,falso,sms
2615,1,29,7,176,126,distrito_federal,0 a 1500,Tacos,Refrigerante,alternativo,minecraft,27,volei,verdadeiro,sms
2616,17,26,4,199,111,amazonas,1501 a 2500,Churrasco,Caipirinha,esportivo,minecraft,3,boxe,verdadeiro,whatsapp
2617,8,22,2,203,118,maranhão,1501 a 2500,Lasanha,Leite,vintage,minecraft,35,volei,falso,email
2618,14,36,2,171,111,acre,0 a 1500,Acarajé,Água,casual,minecraft,0,tenis,verdadeiro,email
2619,8,24,1,156,96,piauí,1501 a 2500,Bacalhau,Refrigerante,alternativo,pes,2,futebol,verdadeiro,whatsapp
2620,7,22,6,198,48,amazonas,1501 a 2500,Sushi,Suco,elegante,fortnite,65,boxe,verdadeiro,whatsapp
2621,6,34,2,184,90,piauí,0 a 1500,Pizza,Vinho,alternativo,fortnite,5,futebol,verdadeiro,whatsapp
2622,19,37,5,157,125,pernambuco,2501 a 5000,Sushi,Cerveja,urbano,fortnite,34,volei,falso,whatsapp
2623,12,22,1,163,52,distrito_federal,0 a 1500,Hambúrguer,Vinho,casual,call_of_duty,3,tenis,verdadeiro,whatsapp
2624,22,28,6,164,99,distrito_federal,0 a 1500,Feijoada,Cerveja,vintage,minecraft,27,golfe,verdadeiro,sms
2625,16,28,5,177,73,pernambuco,0 a 1500,Churrasco,Suco,casual,fifa,1,tenis,verdadeiro,whatsapp
2626,23,23,4,170,88,piauí,0 a 1500,Lasanha,Smoothie,esportivo,minecraft,65,tenis,falso,whatsapp
2627,21,35,4,163,44,minas_gerais,1501 a 2500,Tacos,Smoothie,alternativo,call_of_duty,44,natação,verdadeiro,whatsapp
2628,24,24,6,195,110,bahia,0 a 1500,Salada,Cerveja,elegante,call_of_duty,54,tenis,falso,whatsapp
2629,11,35,3,197,70,roraima,2501 a 5000,Feijoada,Café,elegante,minecraft,19,golfe,verdadeiro,sms
2630,22,36,6,191,100,são_paulo,1501 a 2500,Bacalhau,Smoothie,vintage,fifa,61,basquete,falso,email
2631,25,32,7,191,58,alagoas,1501 a 2500,Salada,Água,casual,fortnite,60,futebol,verdadeiro,whatsapp
2632,17,37,5,196,122,mato_grosso,0 a 1500,Acarajé,Suco,casual,fortnite,43,golfe,verdadeiro,whatsapp
2633,14,32,1,202,121,pernambuco,2501 a 5000,Feijoada,Leite,casual,call_of_duty,15,futebol,verdadeiro,whatsapp
2634,18,36,2,173,80,ceará,0 a 1500,Hambúrguer,Refrigerante,casual,fifa,49,golfe,falso,whatsapp
2635,21,33,3,201,92,paraná,2501 a 5000,Lasanha,Café,alternativo,fifa,3,tenis,verdadeiro,sms
2636,20,21,7,199,45,amapá,1501 a 2500,Salada,Cerveja,alternativo,fortnite,31,boxe,verdadeiro,whatsapp
2637,12,24,2,183,53,acre,1501 a 2500,Acarajé,Vinho,urbano,fifa,1,golfe,verdadeiro,email
2638,14,32,5,192,47,minas_gerais,0 a 1500,Pizza,Refrigerante,urbano,minecraft,52,volei,falso,sms
2639,24,31,3,180,51,santa_catarina,0 a 1500,Salada,Smoothie,urbano,fortnite,25,atletismo,falso,whatsapp
2640,16,30,3,200,118,roraima,2501 a 5000,Sushi,Leite,vintage,fifa,33,golfe,verdadeiro,whatsapp
2641,10,39,5,207,99,acre,1501 a 2500,Lasanha,Água,elegante,fortnite,34,basquete,verdadeiro,email
2642,2,27,3,195,81,espírito_santo,1501 a 2500,Hambúrguer,Leite,vintage,fifa,46,natação,verdadeiro,sms
2643,15,24,7,187,62,tocantins,1501 a 2500,Churrasco,Água,casual,fifa,65,golfe,verdadeiro,email
2644,26,26,2,154,126,pernambuco,1501 a 2500,Lasanha,Refrigerante,moderno,fortnite,21,ciclismo,falso,email
2645,10,30,3,166,119,rio_grande_do_norte,1501 a 2500,Feijoada,Chá,urbano,fortnite,48,natação,verdadeiro,whatsapp
2646,18,42,5,198,66,rio_grande_do_norte,2501 a 5000,Bacalhau,Smoothie,esportivo,fortnite,1,atletismo,verdadeiro,whatsapp
2647,10,26,6,188,85,mato_grosso,2501 a 5000,Salada,Café,esportivo,minecraft,20,natação,verdadeiro,whatsapp
2648,14,34,3,158,108,piauí,1501 a 2500,Lasanha,Leite,elegante,call_of_duty,46,natação,falso,sms
2649,3,22,1,185,49,minas_gerais,1501 a 2500,Feijoada,Refrigerante,vintage,call_of_duty,44,futebol,falso,whatsapp
2650,10,33,5,171,96,pernambuco,1501 a 2500,Feijoada,Água,casual,pes,63,ciclismo,verdadeiro,whatsapp
2651,11,27,6,167,57,paraná,1501 a 2500,Pizza,Leite,alternativo,minecraft,19,natação,falso,whatsapp
2652,24,29,2,165,57,goiás,0 a 1500,Feijoada,Água,urbano,fifa,54,basquete,verdadeiro,whatsapp
2653,3,20,5,209,57,paraná,0 a 1500,Lasanha,Café,casual,minecraft,33,golfe,falso,sms
2654,19,41,2,186,114,roraima,1501 a 2500,Feijoada,Café,casual,pes,1,natação,falso,email
2655,3,33,4,155,78,acre,0 a 1500,Hambúrguer,Suco,urbano,pes,36,atletismo,falso,sms
2656,8,41,4,200,71,rio_grande_do_sul,0 a 1500,Salada,Vinho,alternativo,minecraft,44,volei,verdadeiro,email
2657,15,20,3,206,106,minas_gerais,0 a 1500,Salada,Água,vintage,call_of_duty,33,futebol,verdadeiro,sms
2658,1,26,7,160,53,rondônia,1501 a 2500,Salada,Caipirinha,elegante,call_of_duty,14,boxe,verdadeiro,whatsapp
2659,4,27,3,208,97,tocantins,0 a 1500,Pizza,Água,elegante,minecraft,26,futebol,verdadeiro,sms
2660,5,25,7,187,83,piauí,0 a 1500,Salada,Vinho,urbano,fortnite,60,boxe,verdadeiro,email
2661,17,28,6,205,94,rio_grande_do_norte,2501 a 5000,Sushi,Smoothie,casual,fifa,15,boxe,verdadeiro,email
2662,17,33,6,171,90,mato_grosso,2501 a 5000,Feijoada,Refrigerante,esportivo,fifa,29,boxe,verdadeiro,whatsapp
2663,2,34,3,159,91,paraíba,0 a 1500,Tacos,Água,elegante,call_of_duty,17,atletismo,verdadeiro,sms
2664,12,21,1,173,52,rio_de_janeiro,1501 a 2500,Acarajé,Café,elegante,fifa,28,ciclismo,falso,email
2665,24,34,6,175,85,acre,0 a 1500,Churrasco,Água,vintage,pes,58,boxe,verdadeiro,email
2666,21,37,5,206,119,roraima,0 a 1500,Churrasco,Cerveja,casual,fortnite,42,volei,verdadeiro,sms
2667,8,38,7,170,53,alagoas,0 a 1500,Acarajé,Caipirinha,urbano,fortnite,2,futebol,falso,sms
2668,26,35,1,160,73,santa_catarina,0 a 1500,Sushi,Caipirinha,esportivo,minecraft,50,atletismo,verdadeiro,sms
2669,11,21,6,181,66,rio_grande_do_sul,1501 a 2500,Hambúrguer,Café,alternativo,fortnite,5,natação,falso,sms
2670,23,23,3,189,46,rio_grande_do_norte,0 a 1500,Acarajé,Vinho,esportivo,fifa,3,natação,verdadeiro,whatsapp
2671,23,34,4,181,45,alagoas,0 a 1500,Sushi,Água,moderno,pes,61,natação,verdadeiro,email
2672,23,32,6,168,62,rio_grande_do_sul,0 a 1500,Tacos,Smoothie,esportivo,minecraft,33,atletismo,falso,sms
2673,21,31,1,184,48,alagoas,1501 a 2500,Bacalhau,Smoothie,esportivo,pes,27,tenis,verdadeiro,email
2674,25,24,1,183,49,tocantins,0 a 1500,Hambúrguer,Água,elegante,minecraft,11,volei,falso,email
2675,3,43,5,195,55,mato_grosso_do_sul,0 a 1500,Lasanha,Leite,urbano,call_of_duty,41,atletismo,verdadeiro,whatsapp
2676,22,42,3,193,110,mato_grosso,0 a 1500,Lasanha,Água,elegante,minecraft,20,atletismo,verdadeiro,whatsapp
2677,11,41,1,174,64,minas_gerais,1501 a 2500,Bacalhau,Café,vintage,pes,18,basquete,verdadeiro,email
2678,26,42,3,200,87,rondônia,1501 a 2500,Tacos,Refrigerante,elegante,minecraft,23,natação,verdadeiro,email
2679,18,25,2,161,103,rio_de_janeiro,0 a 1500,Salada,Caipirinha,alternativo,pes,27,basquete,verdadeiro,email
2680,3,33,7,184,71,goiás,1501 a 2500,Feijoada,Refrigerante,urbano,fifa,19,ciclismo,falso,email
2681,22,20,7,188,87,roraima,0 a 1500,Hambúrguer,Água,esportivo,minecraft,11,golfe,falso,whatsapp
2682,26,20,2,154,119,rio_grande_do_norte,0 a 1500,Hambúrguer,Cerveja,alternativo,minecraft,3,atletismo,falso,email
2683,2,32,7,174,69,alagoas,2501 a 5000,Salada,Refrigerante,urbano,call_of_duty,42,tenis,falso,whatsapp
2684,2,39,2,199,104,piauí,2501 a 5000,Feijoada,Chá,casual,fortnite,32,futebol,verdadeiro,whatsapp
2685,8,27,4,157,46,mato_grosso,2501 a 5000,Feijoada,Refrigerante,vintage,fortnite,44,volei,falso,email
2686,5,42,6,167,90,rio_grande_do_sul,2501 a 5000,Salada,Água,esportivo,minecraft,19,golfe,falso,email
2687,2,21,6,153,72,tocantins,1501 a 2500,Salada,Suco,esportivo,minecraft,17,golfe,verdadeiro,sms
2688,7,31,6,182,65,santa_catarina,0 a 1500,Lasanha,Smoothie,elegante,pes,19,tenis,falso,email
2689,15,25,5,193,110,paraná,0 a 1500,Hambúrguer,Café,elegante,pes,41,boxe,falso,email
2690,3,21,2,178,78,mato_grosso_do_sul,2501 a 5000,Hambúrguer,Caipirinha,casual,minecraft,20,volei,verdadeiro,email
2691,10,36,3,176,109,paraná,0 a 1500,Lasanha,Cerveja,alternativo,fifa,17,tenis,falso,email
2692,8,36,4,207,49,distrito_federal,2501 a 5000,Pizza,Refrigerante,elegante,pes,26,boxe,verdadeiro,sms
2693,24,38,4,165,57,rio_grande_do_norte,0 a 1500,Pizza,Água,alternativo,pes,46,atletismo,falso,whatsapp
2694,17,36,2,189,79,maranhão,0 a 1500,Acarajé,Café,casual,fifa,43,basquete,verdadeiro,sms
2695,7,31,4,198,95,sergipe,0 a 1500,Churrasco,Vinho,elegante,call_of_duty,47,natação,falso,email
2696,17,25,1,166,74,maranhão,0 a 1500,Tacos,Suco,elegante,fortnite,67,golfe,verdadeiro,whatsapp
2697,19,37,5,175,62,pará,0 a 1500,Sushi,Vinho,elegante,fifa,2,tenis,falso,sms
2698,24,43,6,195,61,pernambuco,1501 a 2500,Feijoada,Chá,urbano,call_of_duty,58,futebol,verdadeiro,email
2699,14,22,2,177,64,bahia,1501 a 2500,Lasanha,Refrigerante,vintage,minecraft,5,volei,falso,email
2700,22,22,1,196,84,são_paulo,1501 a 2500,Tacos,Refrigerante,moderno,minecraft,53,golfe,falso,email
2701,3,35,7,205,127,amapá,1501 a 2500,Salada,Leite,elegante,fortnite,67,basquete,verdadeiro,email
2702,1,38,2,207,96,mato_grosso_do_sul,1501 a 2500,Feijoada,Leite,urbano,call_of_duty,33,tenis,falso,whatsapp
2703,21,35,4,169,57,tocantins,1501 a 2500,Churrasco,Cerveja,casual,pes,62,atletismo,falso,whatsapp
2704,9,28,6,199,83,amazonas,0 a 1500,Sushi,Leite,moderno,call_of_duty,36,boxe,verdadeiro,sms
2705,10,28,1,185,67,espírito_santo,1501 a 2500,Feijoada,Café,alternativo,call_of_duty,14,atletismo,verdadeiro,whatsapp
2706,9,34,3,185,112,acre,1501 a 2500,Bacalhau,Água,esportivo,fifa,44,volei,verdadeiro,whatsapp
2707,10,25,7,172,60,alagoas,1501 a 2500,Bacalhau,Leite,vintage,minecraft,16,boxe,falso,sms
2708,10,32,6,173,68,rio_grande_do_norte,0 a 1500,Sushi,Leite,casual,call_of_duty,21,ciclismo,falso,whatsapp
2709,24,30,7,154,84,distrito_federal,2501 a 5000,Bacalhau,Suco,alternativo,minecraft,10,volei,falso,sms
2710,6,20,3,191,109,pará,0 a 1500,Lasanha,Água,casual,fifa,6,tenis,verdadeiro,whatsapp
2711,5,23,2,176,89,paraná,0 a 1500,Churrasco,Leite,alternativo,minecraft,3,golfe,falso,email
2712,25,41,2,201,46,espírito_santo,1501 a 2500,Feijoada,Suco,elegante,minecraft,18,tenis,verdadeiro,email
2713,25,33,6,183,80,espírito_santo,5001 a 10000,Pizza,Cerveja,alternativo,fortnite,39,futebol,falso,sms
2714,1,23,7,206,71,distrito_federal,0 a 1500,Lasanha,Chá,casual,fortnite,58,boxe,verdadeiro,whatsapp
2715,21,23,6,154,103,distrito_federal,1501 a 2500,Tacos,Suco,esportivo,fortnite,61,ciclismo,falso,whatsapp
2716,10,26,5,194,97,espírito_santo,0 a 1500,Churrasco,Chá,esportivo,fifa,55,natação,falso,email
2717,11,28,4,172,103,alagoas,0 a 1500,Lasanha,Água,urbano,minecraft,53,basquete,verdadeiro,sms
2718,18,41,7,182,61,paraíba,1501 a 2500,Hambúrguer,Água,urbano,minecraft,66,golfe,verdadeiro,sms
2719,5,42,3,183,106,pernambuco,5001 a 10000,Bacalhau,Chá,moderno,fifa,33,natação,verdadeiro,email
2720,13,35,6,190,68,rio_grande_do_sul,1501 a 2500,Pizza,Smoothie,casual,fifa,52,natação,falso,email
2721,9,42,7,206,86,tocantins,0 a 1500,Bacalhau,Cerveja,elegante,fortnite,55,volei,falso,whatsapp
2722,13,41,7,172,102,são_paulo,0 a 1500,Bacalhau,Chá,vintage,call_of_duty,44,natação,falso,email
2723,4,34,3,182,45,mato_grosso_do_sul,2501 a 5000,Sushi,Água,alternativo,minecraft,32,volei,falso,email
2724,12,31,1,197,113,ceará,0 a 1500,Tacos,Chá,moderno,minecraft,23,atletismo,verdadeiro,email
2725,16,21,2,206,46,mato_grosso_do_sul,0 a 1500,Lasanha,Leite,urbano,pes,8,basquete,verdadeiro,whatsapp
2726,26,29,6,191,45,paraíba,1501 a 2500,Hambúrguer,Caipirinha,vintage,minecraft,5,volei,falso,whatsapp
2727,10,20,6,186,80,pará,1501 a 2500,Salada,Refrigerante,elegante,call_of_duty,48,volei,falso,email
2728,13,22,5,173,101,são_paulo,1501 a 2500,Acarajé,Refrigerante,alternativo,pes,11,futebol,verdadeiro,email
2729,25,43,5,205,45,paraná,1501 a 2500,Tacos,Smoothie,esportivo,minecraft,8,natação,verdadeiro,sms
2730,3,32,7,193,79,sergipe,2501 a 5000,Pizza,Suco,moderno,fortnite,3,golfe,verdadeiro,email
2731,3,43,5,184,106,maranhão,1501 a 2500,Lasanha,Café,casual,call_of_duty,16,golfe,verdadeiro,sms
2732,13,39,4,201,80,mato_grosso,0 a 1500,Salada,Refrigerante,alternativo,call_of_duty,49,ciclismo,verdadeiro,whatsapp
2733,16,29,4,186,62,mato_grosso,0 a 1500,Tacos,Café,vintage,pes,14,tenis,verdadeiro,whatsapp
2734,16,41,5,172,40,ceará,0 a 1500,Acarajé,Suco,urbano,call_of_duty,29,golfe,falso,whatsapp
2735,8,38,2,194,98,espírito_santo,0 a 1500,Hambúrguer,Água,urbano,fifa,43,futebol,falso,email
2736,1,24,1,153,83,alagoas,2501 a 5000,Tacos,Água,alternativo,fifa,49,atletismo,verdadeiro,email
2737,26,27,5,183,42,ceará,2501 a 5000,Hambúrguer,Leite,elegante,call_of_duty,47,golfe,falso,whatsapp
2738,4,40,5,185,117,roraima,0 a 1500,Pizza,Vinho,moderno,minecraft,40,natação,verdadeiro,email
2739,6,43,3,201,86,rio_de_janeiro,2501 a 5000,Tacos,Água,vintage,call_of_duty,8,futebol,verdadeiro,whatsapp
2740,23,32,6,181,89,rio_de_janeiro,5001 a 10000,Acarajé,Leite,alternativo,minecraft,67,boxe,verdadeiro,email
2741,11,39,5,196,92,rio_grande_do_norte,1501 a 2500,Sushi,Chá,vintage,fifa,60,natação,verdadeiro,email
2742,9,29,7,158,105,santa_catarina,1501 a 2500,Feijoada,Chá,elegante,call_of_duty,21,tenis,verdadeiro,email
2743,9,42,6,206,91,goiás,0 a 1500,Lasanha,Cerveja,vintage,call_of_duty,8,basquete,verdadeiro,sms
2744,20,42,5,192,90,maranhão,1501 a 2500,Pizza,Chá,elegante,fortnite,67,volei,falso,whatsapp
2745,4,21,1,182,51,santa_catarina,0 a 1500,Hambúrguer,Água,moderno,call_of_duty,33,atletismo,verdadeiro,sms
2746,13,36,3,191,73,amapá,0 a 1500,Acarajé,Leite,alternativo,call_of_duty,15,golfe,verdadeiro,sms
2747,4,28,6,165,47,tocantins,0 a 1500,Churrasco,Cerveja,esportivo,fortnite,63,natação,falso,email
2748,13,31,7,193,107,pará,0 a 1500,Lasanha,Suco,elegante,call_of_duty,55,atletismo,falso,email
2749,16,22,7,160,88,pará,1501 a 2500,Lasanha,Cerveja,elegante,call_of_duty,63,golfe,falso,email
2750,25,28,4,172,99,paraná,1501 a 2500,Hambúrguer,Café,vintage,pes,16,golfe,verdadeiro,sms
2751,8,38,7,208,103,rio_de_janeiro,0 a 1500,Acarajé,Café,vintage,minecraft,29,futebol,falso,whatsapp
2752,11,29,4,206,126,pernambuco,0 a 1500,Sushi,Caipirinha,casual,fifa,61,tenis,falso,email
2753,9,33,6,177,95,goiás,0 a 1500,Sushi,Leite,moderno,minecraft,53,atletismo,falso,email
2754,2,31,3,211,56,rio_grande_do_sul,0 a 1500,Feijoada,Smoothie,vintage,fortnite,9,basquete,verdadeiro,email
2755,10,43,6,187,107,pará,2501 a 5000,Acarajé,Refrigerante,vintage,call_of_duty,10,basquete,falso,whatsapp
2756,20,20,2,166,45,sergipe,0 a 1500,Hambúrguer,Chá,casual,minecraft,60,natação,falso,whatsapp
2757,7,41,4,199,61,pernambuco,2501 a 5000,Pizza,Café,esportivo,minecraft,4,boxe,verdadeiro,email
2758,25,41,4,199,109,bahia,1501 a 2500,Sushi,Caipirinha,esportivo,fortnite,8,tenis,falso,whatsapp
2759,5,21,6,197,42,tocantins,1501 a 2500,Salada,Café,casual,fifa,27,natação,verdadeiro,email
2760,19,25,1,160,61,rondônia,1501 a 2500,Pizza,Suco,urbano,call_of_duty,58,golfe,verdadeiro,sms
2761,4,23,3,180,71,amazonas,0 a 1500,Churrasco,Caipirinha,casual,minecraft,31,natação,verdadeiro,whatsapp
2762,8,40,2,187,117,acre,0 a 1500,Tacos,Caipirinha,alternativo,fifa,60,futebol,falso,sms
2763,5,41,7,177,115,amazonas,2501 a 5000,Bacalhau,Cerveja,urbano,minecraft,12,natação,falso,email
2764,19,26,2,185,73,mato_grosso,0 a 1500,Tacos,Água,moderno,fortnite,51,boxe,falso,sms
2765,5,28,1,163,118,tocantins,5001 a 10000,Pizza,Chá,urbano,fifa,53,volei,falso,sms
2766,2,20,4,208,82,paraíba,1501 a 2500,Churrasco,Vinho,esportivo,call_of_duty,26,ciclismo,falso,whatsapp
2767,14,35,5,207,115,sergipe,0 a 1500,Bacalhau,Água,elegante,pes,58,atletismo,verdadeiro,sms
2768,23,23,5,202,112,santa_catarina,0 a 1500,Tacos,Caipirinha,alternativo,call_of_duty,36,ciclismo,falso,whatsapp
2769,17,33,4,161,67,rio_grande_do_sul,0 a 1500,Pizza,Refrigerante,moderno,call_of_duty,5,ciclismo,falso,sms
2770,24,26,6,203,109,mato_grosso_do_sul,0 a 1500,Pizza,Smoothie,moderno,pes,3,tenis,falso,whatsapp
2771,2,40,1,162,114,alagoas,2501 a 5000,Pizza,Leite,vintage,fortnite,42,ciclismo,verdadeiro,email
2772,25,42,7,182,117,espírito_santo,0 a 1500,Sushi,Café,vintage,call_of_duty,55,futebol,verdadeiro,sms
2773,13,35,7,165,91,espírito_santo,0 a 1500,Churrasco,Suco,casual,fortnite,8,golfe,falso,whatsapp
2774,21,34,2,205,81,tocantins,2501 a 5000,Salada,Chá,esportivo,fifa,60,natação,verdadeiro,sms
2775,13,30,4,211,110,sergipe,1501 a 2500,Churrasco,Chá,vintage,fifa,28,boxe,verdadeiro,sms
2776,15,28,4,183,85,mato_grosso_do_sul,2501 a 5000,Churrasco,Vinho,alternativo,minecraft,60,tenis,verdadeiro,sms
2777,6,43,5,173,51,ceará,0 a 1500,Salada,Leite,casual,minecraft,54,natação,verdadeiro,whatsapp
2778,13,25,1,167,75,alagoas,0 a 1500,Salada,Água,casual,minecraft,48,natação,verdadeiro,email
2779,12,36,7,196,79,pará,2501 a 5000,Churrasco,Café,vintage,pes,1,atletismo,falso,whatsapp
2780,19,35,7,187,42,ceará,1501 a 2500,Salada,Cerveja,urbano,minecraft,11,boxe,falso,sms
2781,11,27,5,198,115,paraná,0 a 1500,Acarajé,Chá,casual,minecraft,55,ciclismo,falso,sms
2782,13,34,5,197,123,maranhão,1501 a 2500,Bacalhau,Chá,vintage,fortnite,62,basquete,falso,whatsapp
2783,10,42,2,191,116,pernambuco,1501 a 2500,Churrasco,Suco,moderno,pes,55,natação,verdadeiro,whatsapp
2784,8,40,2,204,55,paraná,0 a 1500,Churrasco,Cerveja,vintage,call_of_duty,52,ciclismo,verdadeiro,sms
2785,7,20,6,208,53,goiás,2501 a 5000,Feijoada,Vinho,urbano,fifa,2,boxe,verdadeiro,whatsapp
2786,23,22,5,181,74,são_paulo,1501 a 2500,Sushi,Smoothie,elegante,call_of_duty,8,basquete,falso,whatsapp
2787,3,43,4,155,54,rio_grande_do_norte,0 a 1500,Bacalhau,Cerveja,alternativo,minecraft,6,futebol,falso,sms
2788,19,40,5,153,99,rio_de_janeiro,2501 a 5000,Sushi,Caipirinha,vintage,fortnite,42,natação,verdadeiro,email
2789,16,33,6,198,41,santa_catarina,0 a 1500,Lasanha,Cerveja,elegante,call_of_duty,32,boxe,verdadeiro,sms
2790,13,24,6,203,111,paraná,2501 a 5000,Lasanha,Smoothie,elegante,pes,57,boxe,falso,sms
2791,13,38,6,170,99,rio_de_janeiro,0 a 1500,Churrasco,Refrigerante,moderno,fortnite,29,boxe,verdadeiro,email
2792,3,20,3,193,42,paraíba,0 a 1500,Acarajé,Café,elegante,fortnite,63,ciclismo,falso,email
2793,26,25,6,192,41,acre,0 a 1500,Sushi,Café,urbano,minecraft,29,ciclismo,verdadeiro,email
